"","LUAD16T","LUAD18T","LUAD1T","LUAD23T","PDO1","PDO2","PDO4","PDO5","PDO6","PDO23_MDO1_DIAPH","PDO23_MDO1_Liver","PDO23_MDO2_Brain","PDO6_MDO_Brain","PDO23_MDO3_GB"
"GPR108",5.954541075463,6.62239218021563,6.03608474447169,5.68310243177117,6.68942810645111,6.42779206514816,6.35191463899417,6.27090449372049,6.25044499748833,5.69677706893421,6.51244702455297,6.35886953768556,6.49075350286215,5.745297705437
"TNFSF14",1.76645022460408,0.808454805331397,1.96506860658483,1.38307287702981,0.181701660739153,0.927053482836805,0.18074113958517,0.11435274365209,2.10114065133838,0.0841416378076848,1.63442317396587,1.81290803124587,2.06969985445498,0.424546080505824
"FOSB",4.67253925747351,6.46565166214617,3.93767792596919,3.40762447874763,6.76704047634321,9.17929116224894,8.09629915538811,7.91166971106191,7.59341164788552,7.30696346983416,7.28657551438954,7.03600061782192,6.83999462631539,7.33598141055765
"OPA3",4.43686545181716,4.67347472784484,6.09438913896945,5.1337897342162,5.49263703753759,5.33057468535606,5.50814075654172,5.57058304032603,5.29748688468045,5.8903299884796,6.335761202007,5.70773642611876,5.36025819573803,6.1849501954704
"SNRPD2",6.80709351938487,7.44217346587837,8.17980518369733,7.28806327176669,6.88313977688102,6.38174930235471,6.87834892936888,7.33560604893955,6.60583528848976,6.83475047159203,7.28657551438954,6.94036607531559,6.37014569665624,7.27991209302715
"RTN2",3.91577532390373,4.52758303241909,5.33414760993534,4.4309826914152,3.52811388075759,3.17830122978272,1.95215439241451,1.690287762198,1.61907803408164,4.54480363303257,5.45323224840586,3.84070332558622,2.54374607230803,4.23577962655986
"EML2",5.41675465727458,5.33610416408003,6.10825931456391,5.67678744834119,5.75534855999937,5.59732393243594,5.37991211422644,6.31790578723937,6.82171302855986,5.79054919235104,6.41687385516207,5.82840397178948,7.02170587510999,6.11748789630199
"VASP",7.01340838716857,7.25142458435729,8.11327181812893,7.65226372640571,6.75633331368212,6.940962488371,6.97564692657592,7.01701220017486,5.56965302787137,7.07474798874007,8.24556520581285,7.08837376518017,5.3816073611703,7.64972817259477
"SYMPK",6.35389819383787,7.2078522564279,7.90577034676229,5.93228895528771,6.81340241393771,6.71204513079228,6.81648524819805,6.28775819156277,6.21301316593412,5.75889775815722,5.38398184708914,6.07849172513218,6.32433039687922,5.61179268884054
"GPCPD1",5.44354698026696,6.06322262812679,6.56373896166397,5.56383405073733,5.58428063919281,4.81874517605192,6.90590709444585,5.319579720776,5.97381618703778,5.52865730923101,4.87710087696295,5.11070876259603,6.12777691012397,5.96553658381798
"SDCBP2",3.20904932242369,3.6082044450593,4.69034290358623,2.03712357645043,4.53689593955628,2.77167014783738,5.51025464199489,7.59086834681555,5.21941122096728,1.32274803783638,0.645847245374623,2.01420488811314,5.28420557328663,0.709662697260093
"PANK2",4.81066497374194,4.39304180738696,5.20068685909667,4.7605264491743,5.12754623111336,4.95355379738401,5.35425254036112,5.45325214671853,4.17972661065037,4.48801977170131,4.57549254343044,4.28760085550128,4.66056018489684,4.5715205425402
"FOXA2",3.90038550908549,4.80853970351936,4.20366132277199,0,6.07981931520101,7.45391731320117,4.97408194503657,5.34907630804851,4.88647548781998,0.0841416378076848,0,0,4.0336507020282,0.134558978705204
"CD93",5.34182703630504,6.91123659911914,5.70474771177695,7.41173041928964,0.0937095162488722,2.4132327418399,0.263273666418429,0,0.0853361371976125,0,0,0,0,0
"GZF1",4.03331836890267,3.79419410984574,3.83465342784208,4.11637620372157,4.44653688726542,4.4337443054071,3.53736422092083,3.67761734630803,5.42573279954988,3.98495767963269,3.99901685245692,4.80462335096594,4.82196559367024,4.40509781179994
"NAPB",3.05077097265769,4.18630753573468,3.24014786641532,3.84318751082256,3.90293940148224,3.86005204641963,4.40281553464078,3.79372199527269,4.69273071582493,3.95174638880116,3.92781230027093,4.33014780702082,4.73984977625704,4.13502939926437
"CENPB",6.95687810493066,7.58901628287408,7.4620103929874,6.04853148326504,7.18409876578008,7.03980928705872,7.12382130629972,7.37700256365756,6.74264850462914,5.62660913444858,5.46165941818149,5.50540234456804,7.1523461314241,5.68352324948451
"PSMF1",6.59762222450598,7.29625029907974,6.99026943330806,7.37579543274019,6.94887754461136,6.84166070115769,6.55600856223699,7.16532392428897,5.66629688239685,7.61562747813309,7.60836311987249,7.4879750820061,5.81901831821576,7.29525785410752
"DTD1",4.72152604853164,5.31991343232183,5.20068685909667,5.44500090957438,4.57395341481039,4.37228114353613,4.61804786644682,5.21772688017053,5.33281575994566,4.99409185141372,5.33711830178226,4.93990107930271,5.01039791296553,5.21417456383755
"RBCK1",6.33827813882271,7.15076936435565,6.97369650593593,6.9848923011246,6.74102750154225,6.64172365044774,6.78103184568254,6.79815647223213,7.07416406384039,7.32760750373251,7.82991599601227,7.99192438101014,6.35103207485212,7.75630575783772
"TMX4",6.08449100663956,7.02713104562652,5.87342453294515,6.15610234469019,5.35983536049857,5.93576061706904,3.89534779519108,4.19556412108919,5.62414119372164,4.83926180334377,4.36520458788149,5.10091292562315,6.16655776917189,4.9928768207646
"STK35",4.12223766242849,4.91536935225888,6.31973520648532,5.36739315553521,5.23428321750617,5.42440551031284,6.08320788465448,6.91222451039643,5.68350457910355,5.76049693098385,5.73488627565464,6.07849172513218,6.00016391012067,5.71608318400142
"SNRPB",6.93344182658052,7.92781225895473,8.01214228646461,7.78270949739952,7.18742386751872,7.03585062364907,7.4744561179589,8.16361385825126,7.4504542135299,7.32220343860457,7.30682928326215,7.63776353064994,7.5782631869858,7.48118336711068
"NRSN2",4.68606509724516,6.10266440316369,5.79669839073489,7.14671332170371,5.66282464691809,5.1421218769982,4.31847409286458,2.68802203765474,4.69612600532409,7.60676473684536,7.12884161466988,7.13351680314276,4.4019412358998,7.25750499318008
"AP5S1",3.581333860762,3.77320637314867,3.8144896359936,4.04298744852178,4.70964470039749,4.25003487244475,4.25937633671766,3.8851555984233,3.15729233128922,3.59818858581497,4.04460618960393,4.08387616756937,3.36762409883976,3.64229369868844
"RRBP1",8.7730473448491,8.6492074035227,8.66868543119086,8.22747140470683,9.08779409073058,10.181036643135,8.86891657509304,8.28875999824335,9.57529169088179,8.82791179201597,8.21199244104434,8.94955092604289,8.90960247000033,8.46402038127783
"BMP2",4.2612547605217,4.73038883256898,4.37407441364865,3.0256574106376,5.09675418025241,2.89334395415756,2.6178724642014,4.48315309077166,5.94983914379982,2.2580911985274,3.8529101451777,2.41293174867674,8.89152668604555,0.574136326978089
"ZNF133",3.30567660031487,4.37051085520763,4.01628544498357,3.85442241901224,4.06210846909088,4.13631870501405,4.92738720700993,4.18905442274074,4.44888355520305,3.8229799428495,3.43356230251373,4.1985469145576,4.5475703101103,3.69224603659223
"FLRT3",4.04736007476574,5.77532762697422,4.63775934863319,0.335489439239442,5.56804534728821,5.85717895987498,1.48634947086344,4.02330127671909,1.30008720126093,0,0,0,3.23836787391546,0.197407202241345
"OVOL2",2.72356637729842,3.73301197860959,2.97539891170548,0,4.38299192178791,4.2177833110526,4.26939561133129,4.64886063597128,3.43436392210656,0.0841416378076848,0,0,4.22427390665279,0
"PCSK2",1.50673121452243,1.77792061877912,0.787497807713979,0,2.52728115932179,1.79235386036203,0,0.220303414840357,0.0853361371976125,0,0,0,0.184070550463909,0
"MKKS",4.79826310825706,5.50235434037857,4.94650687629013,5.29914179630032,4.83026427233358,4.84613079662667,5.19516752423683,6.02810834661996,5.97101595381917,5.21312043844958,5.94901475933406,5.41341971732398,6.44077818524174,5.4323657040054
"BFSP1",1.42304602888671,3.10240286124285,1.33237193490143,1.80976499615229,3.21016846419901,2.58199810350178,4.00734443753414,3.48911531177847,2.72377937853968,2.85716736987595,1.77088364600882,3.69854688696469,3.59585126382755,3.34896540934885
"DSTN",7.80787280913945,9.18712613917572,8.33972876843013,8.12643992095559,9.72036701180487,8.98834642544366,8.60357336854134,9.84964400385463,9.46069203090818,8.30185182556236,8.33978014208712,7.95841163205543,9.36138531576375,8.59762531851153
"LAMP5",3.55208682151987,5.2341980833096,2.16940446935539,1.18372549936272,0,0.379025237951983,0,0,0.0853361371976125,0,0,0,0.184070550463909,0
"SNRPB2",5.22622846365897,6.02932584301307,6.10134089531276,5.701883204729,5.16310928855512,5.1688779106933,5.25941381871671,5.75817254597323,6.37111691135504,4.7551341373711,5.24638624509481,5.13491125213227,5.98008747668184,5.32211264998435
"MGME1",3.70163676516189,3.96818534650007,4.22418730496343,5.00023624298985,3.92222698618692,4.23169378506682,4.61018542919916,4.93998545586651,4.64081852645605,4.7390018864226,4.91441526936288,4.76174733761088,4.8426400294697,5.20273148853854
"LRRN4",3.55208682151987,4.61274681862619,4.76228578835292,0,5.82702605644417,5.81622248488555,0.34133913513705,0,0.449544909986982,0,0,0.433729318296018,0.0949689349863333,0
"TBC1D20",4.95172324943185,5.65428338578139,5.41225573936835,6.12628780806618,6.16053883956122,5.94423345166711,5.69628747288264,6.13357399659795,6.3323674938559,6.78061359989159,6.97604346193098,7.23664725780344,6.33288011150543,6.42953876867272
"ITPA",5.37282430985403,6.3131455850407,6.14640104939651,5.94373033263239,5.58629726436319,5.19987193884062,5.84438881322116,5.97043920379949,3.76049667350351,5.43762989266678,5.641543311975,5.48106378427688,4.66443634996058,5.45182990183102
"MCM8",2.57639159163843,2.02873610240823,3.27990777019187,4.14410712548855,2.22991858876491,3.24382955836166,3.19241941223119,3.39042937620984,5.24513627217401,4.49187569170243,3.98036994420554,4.2789387941678,4.82889004377448,4.73402578470314
"TMEM74B",1.02923038919297,2.95176823038901,2.23155467280187,3.62438567193155,0.181701660739153,0,0.552997758808423,0,0.314684473678615,1.88852243739721,1.25458101193179,2.22729953644143,0.493908040916376,0.983730120795901
"FAM110A",4.0119961848473,5.28882614570033,4.89302681445272,3.38197474363077,4.74256760165445,4.60025953290286,5.11409364836421,5.54021593330467,3.96572672350887,2.32878160630265,1.74901785826475,2.79955378569243,3.73505379049987,2.97140615810415
"MRPS26",4.89461535338857,6.68693815660234,5.29829646539871,4.48016430884803,6.2240864189736,5.86016701769731,5.61611554197739,5.67210017022735,4.60875026605518,3.76680063905215,4.03108001389646,4.07889461215179,4.92895597849964,4.29085677687656
"S1PR4",5.01382527499092,3.92364180728915,4.02800759537168,1.74684961240094,2.68615242861433,1.9577080400534,1.00071766274786,0.931593904246507,0,0.163645184848627,0.206640230328508,0,0,0.0688476967025636
"NCLN",6.729749297722,6.96948258416429,7.1603483982535,6.24130521327656,7.27379610611837,7.08456991300142,6.86106093153823,7.51677428390114,6.55998533230693,6.23669231415605,6.71776385743277,6.55637314013649,6.43398207268097,6.27147433058094
"HNRNPR",7.06952795888015,6.6253230518645,6.78883964838997,7.12831886481665,6.46341962272374,6.81341866976995,7.4096854918799,7.57347970493979,7.67525635892644,6.88692912717889,6.52295420658947,6.54105974785801,7.39444763633468,6.80424581161639
"ZNF436",3.1451964923236,3.72483695011025,3.58774744191253,4.29466373455712,2.946926496886,3.30651040596763,4.249286993024,4.04509216727111,3.89657777339282,4.21697140559997,3.85802643833781,3.96470911672447,3.60394736602624,3.80753068935197
"MAX",6.25299883847526,6.4525097622438,6.36202706466639,6.7133761624324,5.96516500630617,5.77565263852854,5.78451629845276,6.09230823410513,5.53404813507197,6.04792401867007,6.65594969087411,5.64844652937584,5.70132192081086,6.05628423619956
"ARMCX5",3.90810093757412,3.48776307764862,3.72370214533074,3.94829229965007,3.94126011074075,4.2177833110526,4.16055328580911,3.64944299295522,3.61741097893,4.07510544725841,3.88333923024821,4.3509598134741,3.13040948589533,4.29085677687656
"GDF5",1.62380621009611,1.18730468557869,0.672709519361798,4.19801934364231,1.26862576587144,0.732068030169232,0.0931991317607424,0,0,4.58867449455039,2.78727396423022,2.98139709726188,0,2.91642533197778
"MMP24",4.7171408041544,3.54769620644283,4.93410051884039,1.11064650892402,5.63191826255648,4.58949687675811,0.794156398860834,0.319002638096018,1.02566198272734,1.51690387516514,2.27796693959112,1.46132066728383,0.861168450549343,0.574136326978089
"NECAB3",4.31447740656029,5.33878504166515,5.69006646566215,5.31820125766774,6.76169682807769,6.68954346513683,5.57429450536752,4.72283209339426,4.85340614424168,6.82255421381911,6.26048031914632,5.81498494889916,5.10755672122645,5.63610130741602
"ID1",5.61126151191008,7.24643619537246,6.00676513128996,2.44643938405669,5.26733896183009,3.81148024697706,7.05525957316902,6.91419928661547,4.63020811119644,4.23088143701093,1.31535958895164,4.1085291496347,5.54189933533686,2.36588298392674
"RALY",7.54137907390454,8.59174140366918,8.42559741072004,7.92315627246422,7.94774042999512,8.17594374602052,7.62591856537882,7.59641333528499,6.69168261703417,8.33039593971964,8.24995068497106,8.74913887299763,6.84683328507817,8.55626260944028
"DYNLRB1",6.08619232068987,7.7865338767722,6.97066268492144,7.54684849369494,7.05680554658184,6.83103944198862,6.68511747101436,6.76680693821244,6.64325419584118,7.8563534308524,7.91030658591211,7.69545233291775,6.52846058521548,7.80819696176118
"EIF2S2",6.54663352321546,6.71712966460762,7.18215127188221,7.28771798381287,7.68900552354039,7.08839730000102,7.5813718985022,8.1911562778713,7.47041979058104,7.61651076510473,8.13478726555964,8.01948569614035,7.28036500305852,8.02998433089456
"ERGIC3",7.56658243310824,8.27623587012987,7.66050708458427,8.62563483757661,7.89583790322432,8.2685351827561,7.94042056287752,7.53100010251536,7.36077224737882,8.83381033046741,8.13452375869237,8.64975868908842,7.62027858574005,8.1102646500673
"ROMO1",6.06218939015681,7.15837729054946,6.57876039147943,6.2869364355216,6.50984374888586,5.90859690471855,6.01040148068561,6.35763077398878,5.00619635740487,5.65955075240998,5.56539243102305,5.40149831737715,5.09612250700582,5.56340306417342
"BPIFB1",3.69273059452473,4.92134360486388,0.787497807713979,0,9.52223353205193,10.1150267069579,7.87999074664284,1.05127512736504,5.55102318957463,0.238995363840667,0,0,7.81941378126252,0
"CEP250",4.98493348394416,4.81625515726925,4.8833798683469,6.62320281616444,4.73167656773425,4.98126462737744,5.73656913979927,4.7496219681257,5.05196491719512,6.65813514211205,6.78914186354424,6.8141551161064,4.41119831122377,6.27785005283967
"PLAGL2",4.08187781143274,4.55397181626359,4.99509218167495,4.66166422652295,4.82001783521356,4.98674348983837,5.62394581483612,5.96091797303293,4.76240586176946,5.38676467819081,5.13698981644506,5.47538840087445,4.85286719589226,5.35522106915131
"MMP24-AS1",5.75936274013272,5.74330983719542,7.14293525224996,6.05503841027177,7.79001365870604,7.18629095036809,6.93688299866071,6.35472540206946,4.56113357047398,6.76953810847959,7.34103241936603,6.44946535481312,4.25544642871635,6.5160648710739
"KDM5C",6.41879659545492,6.8259097013205,6.28474151142625,7.38130780334265,7.72788828768893,7.48667234598564,7.55294334099862,7.97736517878644,7.35863128211714,7.48000695052663,7.20057884771082,7.51727073309591,7.19249547239563,7.2630247090172
"AMOT",4.65888540647202,3.30973472319045,3.87415475390468,2.16294210841384,3.92222698618692,4.62857349314626,3.93994088259108,0.220303414840357,2.23787848660541,3.96844759889394,1.85517617529164,4.4116528978111,0.42246128395307,3.10033551026048
"TMEM115",5.45148860456067,6.09739702794826,5.73902833388373,5.3791093514929,6.35641164490578,5.98449831691705,5.76340292732504,6.00790793366042,5.24976466782389,5.35324383409603,5.77330623311444,5.17747815870288,5.73672969393897,5.21607294983759
"PSMB2",7.03470986316985,6.96399422120146,7.35206535298645,7.27279187783975,6.7767860535505,6.68111963814501,6.76341614238932,7.59887095018985,6.57481645634527,6.76077589307222,7.63095581326535,6.8893502259246,6.0365096974895,7.20685355386953
"AGO3",4.78155968650694,3.9565960493321,4.61073094288788,4.21555149028565,4.4729363702132,4.70035720247182,4.43432797371589,4.30797903631836,4.85644396755551,3.96844759889394,3.86820491187931,4.56559318096763,4.71015575702099,4.15495870844837
"UROD",5.93390369207134,6.56134124670768,6.36318432231908,6.54214820884778,6.07551875393924,5.85268523707881,5.74915370925176,5.3136073380157,4.91005856700363,6.10442439214112,6.87745209044298,6.3054926099773,4.75810289206206,6.19749579407889
"ST3GAL3",3.43947002954263,4.48626632476661,2.84893196159626,3.53876403720681,4.1682364879049,4.32115280132796,5.51025464199489,4.03786504615105,3.72769346028165,3.25218442689086,3.69604732165986,4.34682136126413,3.76424485219229,3.83249498823191
"TMEM53",3.92340910241174,4.37921829735619,4.43697628943356,3.18839580476555,4.64532947902701,4.5677276560115,4.57830005458439,3.22209628576371,3.47446119972559,4.12561613914225,4.46246722410835,3.94841391058393,3.42358686154315,4.50475355459472
"HECTD3",5.04914490198909,5.49115155164274,5.86037059346889,5.98264878225282,6.01691819716542,5.83304905219534,5.81219524504059,5.92611167735963,5.85885303326779,6.16725923119533,7.25395437786428,7.0327840595236,5.98629465044525,6.42462176728714
"KLC1",5.39220863789875,6.38191267335211,4.81059291079544,4.54631800741682,5.97904606716172,5.59014312390281,6.0803650931197,6.70882925704683,5.06515449653913,4.2718244935511,4.83101107529848,4.70467974563886,4.95767065849999,4.6717561799878
"XRCC3",4.11558894232404,3.29508530521983,3.1888557158416,4.09758829484456,3.1784365435597,4.00748592997813,4.50387203184856,4.88062691015435,4.18939582964247,3.84726311052114,3.12948296973044,3.11393390850511,3.68250355947744,4.00051639931998
"TUBGCP3",4.99945170258658,4.55550916779884,4.30348986979859,4.9849827119703,4.77121470120519,4.51940297614027,4.29904258723814,4.47247126974354,6.00836808034204,5.07600247431422,4.73694400229116,4.95629217614289,5.61181733628012,5.297221392094
"MCF2L",4.84322468000563,5.31538357172176,3.56378847496779,3.26336163397464,5.69308279655816,6.91820479056148,5.55189464892799,0.411379750449019,7.11532404176277,5.01031268341876,1.72681556132449,3.80494809888239,6.83570394429627,4.14303418941482
"F10",3.22148762988595,3.84284940905378,1.21421319207502,1.55818933645423,0,0.506549191622581,0.0931991317607424,0,0.512524566880252,1.66085863367072,0,1.83671242179325,0.42246128395307,0
"PCID2",5.35599931994907,4.80853970351936,4.38323005645255,5.6523206545142,4.7133401226433,4.85813729127168,4.61018542919916,5.09774484595525,6.38905965423927,5.48482913926706,5.6665452579374,6.06595854341609,6.44190776465274,5.92896611407621
"LRFN3",3.13207965334673,4.4667905235489,4.78664152926273,4.76648605850362,4.47728969736835,4.35543889209993,4.25937633671766,3.92487490327904,1.92714003117235,3.65431776731598,4.16508680248306,4.81064578532445,2.84636479931973,4.71535707056619
"IGFLR1",2.09860467667976,1.61053382274631,2.01304302947306,1.18372549936272,0.343057352302592,0.927053482836805,0.415396375277575,0.220303414840357,0.630791371103574,0.310604669257573,0.206640230328508,0,0.267987837756502,0.197407202241345
"CAPNS1",7.99926146807088,8.99853916021608,8.86506541584653,9.18000550119648,8.44889057521251,8.45672294594583,9.11343740215803,8.40356018956891,6.79346108573596,8.52570842022771,8.53967928587067,8.86761149302447,6.87303107165136,8.95928661115878
"PDCD2L",2.88864685764645,3.46176370804037,3.72370214533074,2.68327245829349,2.97182245525625,2.83378938451166,2.93984733510606,2.97206960606793,3.40975948514485,2.78357636610572,3.31950141112996,2.90464435229112,3.0015083125346,3.80248557012972
"RBM42",6.35248515659466,7.21808084730263,7.15701599865129,6.82704317294047,6.67907199497296,6.45275037426761,6.74108966217961,6.7885000065141,6.13385219292936,5.77639191495424,6.68646897399795,7.15142308346228,6.09368573746239,7.19246226467158
"UBA2",5.85227369443383,5.90519883867337,6.75132301125976,6.73986952652384,5.89042203487068,6.16689920239753,6.24554199026099,6.74033721180005,6.77992510289326,6.80793595539016,7.11821977227782,6.81789730882476,6.26046156046666,7.41867490290279
"HCST",5.09041780957673,4.38095349700931,4.45010571919195,4.35127502960044,1.09820241595769,1.60556435420811,0.263273666418429,0,0.242211890442732,0,0,0.159508906926231,0,0
"COX6B1",6.76097328276418,7.72979277413221,7.74061001337334,8.00104485011838,7.509896441089,6.96683621562418,7.52080131022213,7.91660348625597,6.40574549720361,6.92593007425199,7.60798356124891,8.25522887326524,6.78675572054344,8.62574660411188
"THRA",5.88000006865096,5.936803773915,5.41894884021622,4.33265033633683,5.06239591277051,5.23942318953535,4.62976175976412,3.24738014025327,5.45006859427924,5.36169734490271,4.60317950471706,5.32151123934933,5.83458344939117,4.92253829997642
"CCR7",5.19503308450593,3.00674709448534,4.75525080940205,1.25328049923824,0,0.732068030169232,0.34133913513705,0.220303414840357,0.0853361371976125,0,0.0722190640757937,0,0.184070550463909,0
"NR1D1",4.95545125385298,4.15216781963614,4.73393767348565,3.0777136343728,5.53292650651198,4.48883957785904,5.60824253803586,6.61603250794514,5.45608893847851,3.62652612807708,4.22175276010662,4.26145706944093,5.50562718698025,4.44125262643162
"FRMD8",5.94894191189682,5.91361483278116,5.50953108147077,5.15817207054775,5.67044888715566,5.31976211488032,6.97946664401243,8.12150218962672,5.60620616175429,4.54851092465727,5.07901493598389,4.73982182241651,6.18691221933727,4.44772998096792
"PRDX5",8.58038298162032,8.45685707807767,8.23773766598701,8.15870804763521,8.95441104907692,8.75543594252317,7.71887610371985,7.6013243856937,7.61015625477152,8.0738958394636,8.22145198541103,7.90170750030346,7.49582207783611,7.97807096337241
"BCL2L12",3.99035413816303,4.91776202287026,4.73035467038419,3.89850705898503,3.92859930173127,4.18001933400122,4.22375055286143,4.7672094441104,4.67218944522561,3.74757731215054,4.22966921865382,3.88132771204591,4.3832469621878,4.00491541505331
"IRF3",6.61304606281674,7.20736336709411,6.27247518591939,5.91629574331345,6.51726176089097,6.42678469568541,6.91471143619069,6.75803754680003,6.1009301829969,5.43962766805092,5.69255398386666,6.0958572499202,6.08214061409516,5.78164416809999
"PRMT1",6.61422570988892,7.55886592437308,6.66762021958212,7.20638760083217,6.94573937510561,7.09728857929745,7.53851619352591,7.45977799901734,6.70943221194308,7.24033515399214,7.16799122344791,7.40731093069732,6.64584273158704,7.24268166443467
"RRAS",6.26055232173379,6.83732968903506,6.30896564905606,6.77625987974216,5.82190042222448,5.11735996558185,4.51654641534196,4.32589183661214,4.5499182710569,5.83827643193863,6.72478264287086,6.4903724699274,4.49194296209599,5.76876815206223
"PRRG2",3.22148762988595,3.78635944475761,2.92613432243095,1.11064650892402,5.35983536049857,5.0613398763846,4.87913043360615,4.82293165829712,3.72104235503943,1.42308964659755,1.22320375867463,1.57889859934082,4.22427390665279,0.910590438553859
"SCAF1",6.75135520019032,7.20320110515747,6.71098783880343,5.76277669471537,7.36589234655533,7.2480475900625,7.5421365285584,7.58777856374536,7.7400146586267,6.1466168748061,6.28062491650437,6.3619486948154,7.43528900570782,5.72143910712548
"PRR12",5.8158241485971,5.80471237881725,5.70109138275068,4.61177934159164,6.1900126727966,6.56230430277073,7.00742255062809,5.68140606947182,6.3378119984343,4.54480363303257,4.23754247440586,4.82261575400042,6.01541941919635,4.2282745410123
"FLRT1",0.111127408379756,0,0.611698223913443,0.292080411872763,1.34683805731885,1.13871722757863,1.04804652199471,1.16178404001305,1.36977772326409,0.0841416378076848,0,0.494849838240619,1.01480956370486,0
"ASL",5.25373896740216,5.46766530464821,5.92605728902949,5.07417466233087,5.0032487628989,5.39997458625416,5.28433209272762,4.47782206635936,6.236521624221,4.9043589382762,5.59173722420011,4.97249913657457,5.62580098384082,4.32292124396793
"SBDS",6.56505133288486,5.9467962871659,6.11651786042336,6.53460161463552,7.04585608258348,6.29938749722456,5.79842215032226,7.34001993727744,7.50905815030956,5.91925279855305,7.22652477948299,6.60483144331921,7.09964092251351,5.78931497559769
"STAT5A",5.68945197535919,5.46521372698519,5.45195634943125,4.93998879581265,2.42281954982564,2.2945524241512,2.46932457836597,1.45010268110783,3.09692432684598,2.55203390981672,3.103869419351,4.15186994082695,3.14157619573406,4.0310314970943
"WNK4",0.111127408379756,0.679034348825582,1.29405097031467,2.51412158957036,0.181701660739153,0,0.263273666418429,0.11435274365209,0.449544909986982,3.02622732530037,2.99661015570923,5.06357450510473,0.74882538202503,3.951220691965
"BECN1",5.42215307462791,5.5158418040536,6.14505606706148,5.54892811792928,5.7942518357906,5.68419244207113,5.977164632175,6.04982729349283,4.86250049141045,6.31930441311454,7.04271690866836,6.13957466592935,5.1385414092192,6.43688299129339
"TRAP1",5.64397238349503,6.51468487149389,6.11514471493307,5.68834388434117,5.45119001971231,6.06439915851813,6.65486295963949,6.85168816792997,7.01761735455828,6.51957179406743,6.46628952731797,7.26378921237974,6.44190776465274,6.93390057619637
"GLIS2",5.069928943697,5.55556375688514,5.33414760993534,2.92268043738837,5.34323614405146,5.61865436803453,2.76675877972563,2.42544106148113,4.42861558164184,4.84831354707656,4.05355369633936,5.239062431134,4.58486238588122,5.16588442949479
"NSRP1",4.92535394766762,4.56622500137183,4.92158654768161,4.86790548194396,4.92254369261726,4.95913870787681,5.25941381871671,5.29250711967242,4.55740481629462,5.51356327643841,5.45154089126364,5.27870499268131,4.67215757640656,5.49468732102428
"DNAJC8",6.27106119578101,6.28515730508224,6.28718231086258,6.73633132388769,6.48086870273707,6.28722809106408,6.26945144486818,6.47331753444775,5.81424166625081,7.34209816857206,7.66200273416479,7.40731093069732,5.92298734624879,7.57440478265348
"AHDC1",5.7678681084413,5.27955387132825,5.81542058779774,4.15626292807448,6.16863705869563,5.95963891208552,7.26758751343092,7.34222182768697,6.53175921872038,5.19667663809965,4.68894204762856,5.54928400142946,6.17337454389214,5.0975030664807
"IFI6",7.25262863157572,7.83939324116885,9.2744680107924,6.8407596368223,6.11516736672876,7.73475445497821,3.29407035790035,1.36024986920997,5.75849600110319,4.79000261352498,3.58317756693942,5.45438553505891,3.84160207204488,7.05762999449862
"ZNF384",5.19818315217155,5.29159624700296,5.02464756097449,5.42630057348515,5.22654619704429,5.58111655809249,5.76517422460699,5.56053152584049,5.92111100809845,5.60718813730216,5.51121414839115,5.95070239591477,5.91487497462319,5.45826004588822
"EMG1",1.18976197132099,1.08882139877157,1.25468428189191,1.53974912250529,2.14490561029748,2.06519545881831,1.48634947086344,1.2140181846501,1.97264682524697,2.00102485589331,2.04659046449289,2.36462682977378,2.30639634708612,1.61018076358771
"UXT",5.79516927558364,6.19136603266429,5.76727756775585,5.85422446273467,5.2419789663848,5.10984775072786,5.29172441523544,4.98952520631411,4.74283965797246,5.22706747018971,5.61760955453961,5.40149831737715,4.97025155678867,5.54237344055344
"CFP",2.55689245666858,2.928227258156,2.66597838627529,3.7738762962822,0.740802003560225,0.506549191622581,0.737539752921527,0,0.165905258325405,3.49437994528378,3.12099554637558,2.45967156405676,0.0949689349863333,3.23375280277872
"ELK1",4.81887404930032,5.50633434732129,5.15062941080898,5.80874380649633,4.96965364134282,5.04304925724734,4.96177704388401,5.16230987048168,4.76240586176946,5.66979901799359,5.67816261625276,5.54748200108801,4.83233984543941,5.41097886366703
"TIMM17B",5.85626737855198,7.20540615136244,6.13695973455035,5.66938486039888,5.62604887504439,5.59911356383304,5.80015099513292,5.81000194855381,5.65412819720634,5.67489597976576,5.49816509326203,5.18676930213784,5.27915850384926,5.86990163799189
"PCNXL4",4.97394813012327,3.81744601427325,4.69770079518673,6.60336207899109,4.15742571663791,4.8818546116423,4.48249743659683,4.42339950480268,4.43675697143429,6.47838063495319,6.36839699348172,5.37532562671747,4.35474335528924,6.14564955719956
"ATG14",4.28515198821276,4.32616744235266,4.84744537251987,4.83803253295927,4.22628966953104,4.131380348194,4.83258624813241,4.37259966386731,4.45290320394969,4.84530260502253,4.81268194166097,4.6686602384955,4.68366248293897,4.50164402109419
"KTN1",7.09087013252148,6.56210621078638,6.95462960496671,8.47728123230454,6.85497905234351,7.32413854767329,7.23791807604818,7.64835088070505,8.39266529732119,8.60573070378711,8.37031340527155,7.55408304256082,8.45116791732651,8.11357828613082
"SIX1",2.55689245666858,3.84536531869213,2.34835725609621,3.85814802967003,3.30137988551608,4.821813820599,5.21603926542063,2.87807296915564,1.99487302042043,4.37146455382317,3.03325646197191,2.98139709726188,2.96425833076175,4.09432535915031
