"","LUAD16T","LUAD18T","LUAD1T","LUAD23T","PDO1","PDO2","PDO4","PDO5","PDO6","PDO23_MDO1_DIAPH","PDO23_MDO1_Liver","PDO23_MDO2_Brain","PDO6_MDO_Brain","PDO23_MDO3_GB"
"HORMAD1",0.214303737578328,0.486160175848221,0.17889207320421,2.61445210112143,0.0937095162488722,0.927053482836805,4.62586768692695,1.86380253693959,0,2.94979024970656,2.71015374322331,3.38811473534417,0.0949689349863333,3.38990363874689
"GOLPH3L",4.73025675030981,5.12143241198823,5.07354254536482,5.39714750348455,5.7409377163837,5.81159915477427,6.38223954144985,4.92046938308887,6.10221040405426,5.66297493610334,5.51607727477769,6.09832106340854,5.47726098479445,5.61179268884054
"GABPB2",4.10890943939779,4.11303053519789,4.14027075683758,3.84318751082256,4.00294928854216,3.98027893723148,4.86267935335478,4.80175396550689,5.149306311542,3.40722983030892,4.14010306309095,3.88703892871226,5.22507010309328,3.54294311055988
"IKBKE",4.42615849979618,4.41691874380063,4.17758622933512,4.50888811448023,4.31651857517613,4.36808897782893,5.73295329329226,5.1218694300137,4.24144829497001,4.64862632547022,4.35799975829351,3.4278373548271,4.56426368403219,3.89070367407326
"DTL",2.87296332087903,2.2874415091425,3.730892271733,4.82286085025243,1.95819293651603,3.40800700661374,3.060156536829,3.28449401768873,4.39139985324144,3.91775251294759,3.90821554403129,3.50414476451975,3.57952147034087,4.93642251542878
"DYRK3",2.47614849550089,2.64022717283711,2.96323957758005,3.24640434367686,2.71593022496066,3.39157905740936,2.04839364447394,3.98623536005683,3.27094093450701,2.9609609218567,4.62435236129972,4.95900601126509,2.56048349901739,3.59054956998564
"EIF2D",5.2354570425979,5.74667837225824,5.88152366850959,5.79714603079659,5.50334909529293,5.4972305895481,5.48468126657184,5.40912307995101,5.30640054063302,5.37219504946548,5.74320569303006,6.18432731138874,5.70320731212971,6.24568588638394
"INTS7",3.82087313970598,3.90205239459098,4.35092783053184,5.04831740782014,4.38299192178791,4.74952899285959,4.21858857233632,4.50428235421963,4.042422421566,4.77742045818976,4.68606804238048,4.86084616818637,3.58770947147601,5.00170797845345
"VASH2",2.22752829919057,1.17135061508705,2.05947335156209,2.27866267709752,0.620007946788319,1.25225173710735,0.61717064188862,0.220303414840357,0.630791371103574,2.66563373235045,0.982085049124962,2.82357771055568,0.861168450549343,2.72705745499215
"TAF1A",2.2996915977285,2.15579439939691,2.52419201299601,2.91554675257477,0.681668837567693,2.32946888545004,2.11658116613686,2.53216195585036,3.07622696091284,1.95707094649424,2.80857175702521,3.51155813362254,2.60956131821566,3.40329557296866
"SMYD2",5.31596071423577,5.33162493447666,5.21100753507514,6.13552730956697,4.2159068190485,4.86410327483034,4.48249743659683,4.35526095342774,4.06885476819735,5.13143449418961,5.5575515143594,5.36103346880257,4.05742898336009,5.40766025768497
"SUSD4",1.86487907096905,4.06850126977339,4.12942948342201,1.9835540420716,3.23094184904313,5.18087761943586,5.85107582389734,6.63051845544341,0.383689931123896,5.45551105451164,2.15032565960491,3.6115336385459,1.10883953755006,3.90489614617317
"DUSP10",3.66567737097836,4.33335461893081,5.20068685909667,2.44643938405669,5.87235527912099,4.8156699905141,5.35660417920146,2.95682266060199,2.77605146886456,2.06454250375078,2.68734040163145,2.82357771055568,3.86873436797811,2.97140615810415
"HHIPL2",0.714202004698451,1.29430041518653,5.42117299127625,5.1337897342162,0.90491635121605,0.783340103154744,0.61717064188862,0.11435274365209,6.46963188396224,5.86973338898178,4.68606804238048,6.77233731280481,6.67783506618756,4.64945143028358
"TP53BP2",5.47764932898465,5.25137403431835,5.73902833388373,5.33834650388959,5.52663933786869,5.82847941706432,5.66057002859799,5.51961017184319,5.31966860607219,6.29523433711189,6.25564224084491,6.22998214009151,5.50129929368953,6.3939242436839
"ATP8B2",5.71606708741025,4.94616876455268,5.08481035910638,6.56055797833804,3.4146640152369,5.22558740075209,1.84903341596789,3.47847770719765,1.72923789690815,6.29854036321639,7.40097664413779,6.41430231633095,2.50967716983883,5.89618838795665
"ADAM15",7.07981161155838,7.74570452341882,7.7657689334992,7.41584405640235,6.62123697063414,7.92298484498988,8.20828168490402,8.39510093193423,7.98175573118557,6.9330381831713,7.42875100629786,6.89219282497504,7.75452660508107,6.78070883236231
"JTB",7.29884679817607,8.06514137163749,7.63150625606183,6.51349495469195,7.48956817449581,7.40513799180593,6.97028227482461,7.21583212682369,8.76883628114843,6.53179689388058,6.95769118400162,6.38836297357825,8.84061782657167,6.46987486630453
"RAB13",6.95035423169979,7.75309270376168,7.15901636194874,6.4182868782726,6.5434475784101,6.77197571471803,6.49113319434605,6.08356060134403,7.90937249148185,6.94995610402015,7.25831446814864,6.85988602602031,7.75951832553682,6.5176050118406
"S100A8",2.47614849550089,3.97049207592575,5.03339738288123,3.88761154530988,0.740802003560225,1.13871722757863,4.465166781947,11.9018805746841,11.6623454353431,0,0,1.39873140770356,13.1553523565057,0
"TPM3",8.43107631785633,8.71138420810635,9.209681553702,9.52810014422771,7.83098490491808,7.89266166982167,8.2619578419711,8.76834475150399,9.84829009908277,9.25431328784375,10.0679559378453,8.88412606507497,9.3509002371374,8.91614687566038
"SNAPIN",5.02095871398314,5.24090193980385,4.49302709209965,5.07257209042679,5.16040457674644,5.087073515526,4.93684784463147,4.65831715819221,5.52070582950007,5.61604828591402,5.32977147361014,5.22785449774143,5.35307101926166,5.25167562748125
"SLC27A3",5.7657464626648,6.08254523632936,5.0707117873295,4.81904286836318,5.05367695375898,5.32625937672717,4.07745291035706,3.36755126969791,5.46208426423951,4.56324555306119,4.4791660111035,4.0688795992327,5.68614942636466,3.4620669266303
"S100A7",0.400852401752522,0,0.260653583625729,0,0.797606552285771,0.379025237951983,1.18137431583552,5.97612192600028,10.2983430601627,0.238995363840667,0.329597440969545,0,12.9817572736221,0.134558978705204
"UBAP2L",6.69449237914025,6.92527701733284,6.82456543457485,7.42780171513663,7.21896086557628,7.58296122594722,7.2569263153053,7.09829353326949,8.47279448682083,8.01983944201814,7.89514292254732,8.13768262937274,8.06973890101923,7.84607933915172
"SLC39A1",7.11939793133852,7.67833321103764,7.19845197991121,8.16304429716836,7.62864294702618,7.49822690530048,6.7220646583416,6.76789937363332,8.95624671363153,8.36733460100521,8.44871067639914,8.11169889520485,9.06686857299789,8.25624656793761
"HAX1",6.41338558026804,6.77930372007668,6.41989465266171,6.82989178138331,6.25990298690003,5.80075341502218,5.95405600121245,6.38209301803779,7.69575431723,6.73090621412676,7.60570411009406,6.75604521048802,7.60875778853674,6.62080684469382
"CREB3L4",4.10890943939779,4.08562725310847,2.92613432243095,3.62000373937571,3.35913358503075,4.35119742716876,3.70176435526874,2.18492745003781,4.55366639989061,3.64741988708162,3.5769852235484,3.43565230019716,4.72507916178751,3.72993629952005
"EFNA3",2.01533117839173,2.77829489753294,3.11383789652284,2.23348208716572,1.71446775767381,1.68859460955589,3.26431996518169,5.23362896544747,4.65833096130262,3.27025778570279,2.73261194589494,2.71217242407986,3.53786954758291,2.66169639743622
"KCNN3",3.23381961552229,1.91836268516012,1.1296970853582,1.69779443456563,0,1.01547890537092,0,0,0.383689931123896,0.163645184848627,0.329597440969545,0.494849838240619,0.561982863832617,0
"C1orf43",7.27069559551441,7.76294057067572,7.67455873629341,7.69168525157536,7.72239735649732,7.83079537699631,7.58889251944676,7.76946950889548,9.28919744208858,8.39410898194515,8.63123957674394,8.50360194726363,9.2751317449003,8.43252655076928
"GATAD2B",4.96657781306196,5.00586254851682,5.32704829937791,5.13992405901528,4.90971682483128,5.34983541629937,5.48468126657184,4.98577426928328,7.59523127360062,5.93066149753066,5.70254319969441,5.72378244619305,7.20784914143954,5.89500386918807
"ILF2",7.16840476757848,7.28146260821321,7.48132422798958,8.03353308165516,6.84574926746376,6.96822166338863,7.00367623272421,7.55271320176831,8.94914980039976,8.07646597097962,8.34798573792379,7.85912072309332,8.3470913085729,8.3759141117447
"RIT1",5.41404785453008,5.03370544616137,4.7086677462547,5.21302625752192,5.90180236894796,5.78668800317519,5.76162945262429,5.91234582644805,7.7849518353957,6.82102240642934,6.35217137921635,6.18084424311426,7.26895370824963,6.31729345685944
"INTS3",6.0827876839269,6.17195346239957,5.91347304984433,6.64115352837608,6.38449644637982,6.78775474877021,6.74647961279612,5.71124225164847,8.20044655976829,6.87958958301106,6.46880004608861,6.74272026844022,8.2214973026204,6.66941884484058
"HCN3",2.59563069144634,2.45495588635659,2.23155467280187,2.56971029401986,2.86955221174284,2.50772391277114,3.95863818073549,3.35597471279318,4.71633163176662,3.49437994528378,3.97567031409378,3.56953237205459,4.97650110219723,3.38316076440397
"FLG",0.310591196650627,0,0.0922170564269868,2.3754249871394,1.00479391983332,0.732068030169232,4.62586768692695,8.44341979055786,0.841694398364964,0,0,0,1.60467499429749,0
"C1orf131",3.27019543847726,3.44858618148782,3.57181908837844,3.43781407258288,2.99629607279228,3.43230342160598,3.9209980826668,3.57150517277716,2.47770780973676,3.31447476710056,2.97793191241166,3.20819493257928,3.04972448313898,3.38990363874689
"GALNT2",6.73518118381286,7.14056264918299,7.18149539701941,7.60287991880658,7.10261149034106,6.95570447426216,6.69722940275809,7.13007559511468,7.38884410833977,7.6191573859042,6.19426195831072,7.19408859749898,7.28351885424483,7.16373361054241
"TTC13",4.44749352728465,4.38787350053102,3.85453928108847,4.14410712548855,4.23145320714795,4.12642502926045,3.93365421125253,4.0946930012156,5.13186150724123,5.43562934702187,5.07901493598389,4.72075960996913,4.85286719589226,4.77323478995542
"SCCPDH",5.62068340005151,5.64275864174216,5.92762262876184,5.65446475081369,5.11363126219711,5.5555375165617,4.249286993024,2.13160945472036,2.49340462474861,5.40528342192766,5.19069838212376,5.46587953093652,3.75700227260937,5.00610336789184
"LYST",4.86717111959344,4.45530702772144,5.30794421728454,5.92342573469283,4.27210939345014,4.40947234938607,4.82581278242904,6.08356060134403,5.18357557655987,4.14533543679874,5.6882516271677,6.66590315451578,4.70640066023335,5.27553878907008
"MLK4",2.15156447218605,3.07264929008228,3.96842052870791,2.90837761851791,3.4146640152369,3.8176419072439,3.20291292410884,3.70525200629231,4.72632930538498,3.29695026078031,3.34887313004575,3.92639664960151,4.47438619594976,4.18628381744643
"CEP170",5.069928943697,4.44704820488844,5.07354254536482,5.58871383957091,4.09080254155831,4.52317827348484,4.04865393153429,3.24738014025327,5.92256108275461,6.17447482063276,5.43964554306141,6.49505470139278,5.23030963543038,5.98904180738875
"ACP1",6.14287467498947,5.86422830461639,6.36665053591572,6.42959855686265,6.52253708558067,6.48698214993511,6.43771352657998,6.68358104636184,7.44491489129962,6.81102581677738,6.44008842714304,6.44269488542448,7.26895370824963,6.44742574159506
"SNAP47",4.75185511106258,4.90455295512332,5.16131312418005,5.07577545604398,5.32402876297155,5.1148602377385,4.73834677726583,4.81872091656893,4.25071386493354,5.52301553693375,5.15580836769793,5.70126771133968,4.35953323608083,5.55742581470867
"SRP9",7.72730438285595,7.27214273344576,7.51503420640782,6.63790633161579,7.313900957297,7.51633444560268,7.73613785529213,8.09301954883517,7.34733879010407,6.50533596961896,6.26144599090939,6.11057740834316,7.26768019699443,6.96696966794639
"NVL",3.93100270057715,4.56011141746557,4.41928242294663,4.53006178735642,4.03283209288525,4.61094249268162,4.62196307488884,4.10855699147027,2.81404900191847,4.20762297903625,4.47250967234239,4.80462335096594,3.08485771675431,4.63816839249382
"SDE2",4.98493348394416,4.60682763005792,5.29344828702259,5.17170818831061,4.62192763760599,4.90518832671694,4.93370118697265,5.20487779194736,5.84668359480937,4.98864412430621,5.33894917785629,5.83728114315162,5.04053698558461,5.35004367346139
"DEGS1",5.97120935145029,6.29439375056272,6.2650650158753,6.93769644926856,6.18868593556016,5.97212215859288,4.25937633671766,5.23362896544747,5.21704967326707,5.83524444702222,6.80644790863956,6.81789730882476,5.14964559454696,6.30485986672055
"FBXO28",4.98493348394416,4.81497211031107,5.43664677339152,5.21593275727943,5.23685303109116,5.38760220752983,6.15791934783242,5.57558265745411,5.02791547737849,5.3763728361598,5.61307743349539,5.83432815108501,5.02855680567282,5.75447052717373
"ARF1",8.69436234876282,9.48395732993367,9.37240204906429,9.10683082755872,9.11964645020494,9.16138540618381,8.75453694135323,9.13402745546263,8.82864538210944,9.06378772750971,9.18457528958489,9.2799787357544,8.66432729472251,9.14811111602201
"CNIH4",5.86223725212866,6.23423218714215,5.77946477195249,5.91182153813979,5.97135086117598,5.60446917646429,5.41643885220415,5.87430540585252,4.21328909996228,5.13390422490169,5.64598702220519,5.31305099580436,4.84605714679794,5.59146163561603
"ITPKB",5.40589684101686,6.5023826595786,5.5527750252672,4.84930750032125,4.59413689705719,5.28904855882589,6.04288982935604,6.24289382796477,5.51687096803516,6.51199683912272,5.54015001044396,6.31928716214308,5.65920744153324,6.6596871138935
"GUK1",8.26451478187068,9.03060436113182,8.61723298833957,7.90526142255219,7.93908714635481,7.21982789654856,7.35192342740333,7.91906406098807,7.09681878851301,7.13084566092276,7.16283225161919,7.31975828274914,6.83999462631539,6.92927925073291
"CDC42BPA",6.1396013589594,7.31361605468936,6.4232274116304,6.26254525758145,5.91630354492856,6.58596092603634,5.48468126657184,4.8966961768196,5.67148077625832,6.68195866576414,6.55874543753405,6.66257726129234,5.90671672850729,6.69618755189754
"CNIH3",2.45523610190313,3.46176370804037,1.44158162886546,2.48550283122713,1.4210274141871,1.28819429027527,0.951783321217592,1.16178404001305,0.0853361371976125,4.23548846931877,4.66578808153564,4.30049720681862,0.184070550463909,3.55499280848117
"C1orf35",5.09380450849148,5.91421410075348,5.22380541318165,3.91290758125396,5.08824101973899,5.03249240911375,4.93998765405901,5.18538700659693,4.43269201944786,3.59818858581497,4.33616683483475,3.6115336385459,4.18703368426815,3.73524113385485
"MBOAT2",4.95916964972653,5.0292865344719,7.35031567705959,5.91182153813979,5.84398116605248,5.5462911111162,6.9961542852478,8.6034301557091,5.86339023735696,6.10819729388192,6.3348440292933,6.65757400094328,5.15791800308072,5.78164416809999
"PARP1",7.09510094066701,6.85959089995555,7.02651159813851,7.4789060115622,6.51514621804325,6.92249929373976,6.34245419410778,6.40754993838779,6.83255219719139,8.91736233730752,6.36750034196962,7.25111267560365,6.46431558825747,7.92131356536023
"PSEN2",4.62651472535351,4.77725852899464,4.66053023537188,4.35655250507044,3.94754909175909,4.28603201401724,4.08881343950114,4.53026606499765,3.77341192799308,3.65431776731598,4.31027033976637,3.99146533974172,3.92151452754706,3.6647085279242
"PYCR2",6.14287467498947,7.01796033421425,6.24260336478333,5.57293096742445,5.78374546363982,6.10148712950297,5.91310272551207,6.08531437627205,5.5435033683052,5.16079583042731,5.5337697871976,5.63832358645773,5.4505723431397,5.93819600569292
"LBR",5.62302928900149,4.70982612181267,5.65269611211361,5.77268033754685,4.89352118523251,5.28238114312758,4.89215755242675,5.78215903999484,6.26766235274637,6.25609362574815,5.61004809046391,5.81348621242459,5.63373120334602,6.62866717561408
"WNT9A",2.32296559301345,2.48107712567312,3.24014786641532,1.25328049923824,2.95942817774016,2.95053725755919,2.95233989222832,3.12994118550275,3.27094093450701,2.32878160630265,3.55824710528566,2.57737863316475,2.28641319300656,3.20345233540247
"EPHX1",7.10436527459957,9.54998643117482,7.40471699265652,8.30458546766549,9.30586123061638,8.80880122301752,8.11586623035566,9.00562696109096,8.56527879251109,9.25076200206382,7.79832633624164,9.40154638696788,8.45844198299115,9.50434343387798
"SOX13",4.36580626600034,5.56169660145704,4.24442534510968,3.63745217500368,4.57395341481039,5.59732393243594,6.87834892936888,5.83939761077821,3.97693605446688,4.80247598434859,4.06687176177708,5.7301512144536,3.72766279426156,4.98621779492017
"ETNK2",3.581333860762,4.62743940426893,4.46311673969316,4.13492258369037,2.62468700377782,2.58199810350178,2.88876640811636,2.94141285698591,1.26393746517587,3.61242693188824,2.85024670771187,4.2258449912924,1.57203101726148,2.98036931636158
"PPFIA4",1.58582713429748,1.24941312203072,4.08523086896323,4.04625710700361,0.0937095162488722,2.75891876184522,0.34133913513705,1.6529322069293,5.71731621617282,5.79835472809169,4.05355369633936,5.32572282887326,5.09898956767778,4.35773205865212
"PLEKHA6",2.77510356973477,4.96826736348204,5.07636775995455,2.55141768584231,4.81658612030107,4.98674348983837,5.4096601612553,6.19496586917259,3.93731633731505,3.59818858581497,4.20578831969413,3.53357238113983,5.54189933533686,4.41173916609775
"PTPN7",5.70945919901498,4.2465557873377,4.93098218756418,4.93822992064778,0.264634149728729,0.971943557608334,0.415396375277575,0.220303414840357,0,0.678584424063416,0.14099464510807,0.716321795483341,0,0.315442144422681
"SYT2",0.91133979923622,1.4075900276052,0.411464790977895,0.497135601857676,0.740802003560225,1.21539080105463,1.00071766274786,0,2.31056368108225,5.86528131410075,4.47250967234239,4.49254963086458,0.914221091002209,6.41391042381807
"ARL8A",5.97855610529116,7.3372694317335,6.82540535841221,5.34234201570143,6.71269186983806,6.41971334518395,6.39487987236656,5.49607136285733,6.837172741134,5.35958860643712,5.91995356831745,5.82245536552999,7.08814354712045,5.69445841340864
"OSR1",3.59095258348191,4.45695313401183,2.38528050457208,1.31963579615467,1.77229801243983,3.32393015901465,2.8358102816325,2.07624510522458,0.242211890442732,2.69268905882328,2.80857175702521,3.10416001993827,0.689193305671125,3.30683149626471
"GDF7",1.46549531858885,0.86905659061768,0.260653583625729,0.201135845096346,0.417436450404331,0.732068030169232,0.34133913513705,1.61458363916149,0,0,0,0.0819578074275928,0,0
"PDIA6",7.99564510993712,6.98696331041358,7.40077773729079,9.06129777909306,7.61685335114427,7.86689621392182,7.00367623272421,7.88724727318904,9.1785528901916,9.94850505641202,9.30115367108709,9.56143201132674,8.87761096768711,9.30806599190958
"RHOB",9.39043137770406,9.95235274152341,8.21131306587692,8.1169475000631,7.94223980345375,8.68472200557681,7.23600340482058,7.37843372168892,9.18249202856109,6.4890303735944,7.47319096207894,6.85770629731986,9.10409123469885,6.22509511317184
"ATP6V1C2",1.18976197132099,0.983119534105237,1.1296970853582,1.85521397261288,2.82925115015565,2.34661524925785,5.95250218500217,5.43411155295804,2.8510713887611,1.05729312151973,0.329597440969545,0.609831494124346,2.97678216083622,0.371025241097759
"HNRNPLL",5.57537105628117,4.92015073187161,5.22635142167221,5.6523206545142,4.99416376691453,4.834023541575,5.24679140498455,5.04825064427136,5.07562002212864,5.46730987955507,5.05248108563816,5.14686192348702,4.59302021612558,5.29363017947959
"GALM",5.56320637743159,5.73654907936749,6.30415325187998,5.95334112753607,5.65707990813228,4.82487595192198,4.465166781947,2.4031157501778,3.7009030588031,5.96851309047079,5.65923661478245,5.63493342603988,3.85523200260355,5.48212101688611
"CAMKMT",3.29394623668273,2.23468046567803,2.49069783336518,2.51412158957036,2.81556334363939,2.74605366583264,2.48660565609614,2.53216195585036,1.80666679962142,2.67922481681794,2.15032565960491,2.69924584682946,1.89596037198313,3.13285586290836
"EML4",6.05872756610855,6.01375261249404,6.2675393039828,7.2474482894032,5.6836951168677,6.69791839119984,6.14980658866166,5.45867456716464,5.46407718237187,8.02483821609972,6.01806307974703,7.17320573436643,5.62181946736912,6.6114618095075
"CALM2",8.84916561017171,8.95209484046572,9.12676662411669,9.6982465073093,8.46459795515684,8.55634677474344,8.55371598800787,8.05772382218933,8.11836074856743,8.87757336402321,8.99250247571929,8.59694212158196,7.77259612174198,9.06536714641108
"CHAC2",1.95701930451313,1.23413487717732,1.72693963020511,2.34388652172524,3.13501155652456,2.4132327418399,2.43412874867125,3.80227777410484,1.95007284783778,2.46054960715747,2.6166525849233,2.45967156405676,1.92209842147554,3.1567739202962
"RPS27A",9.84295403331473,10.0094146019984,9.86484586623701,9.11959446994327,8.95850385855384,8.92161943078888,9.44810270058445,9.92979606615688,8.83385652224014,8.85529664996298,9.08404364517726,9.06489551784625,9.4843432203314,9.13475037321404
"WDPCP",2.07137743825963,1.62231782592075,1.96506860658483,2.36498858447632,1.34683805731885,1.9577080400534,1.55348695816851,1.5346859409461,1.18880155239524,2.12538118764647,1.12475711289702,2.15340097329572,0.74882538202503,1.76343327257656
"VPS54",4.7127421896512,3.8403291042657,4.33685950271131,5.25319386982964,4.71702610334939,4.70368797862918,4.46951900226799,5.03015441389331,4.63020811119644,4.97768656586266,4.48579177969081,4.3175149513648,4.78683586735318,5.20081545389034
"ASXL2",4.72152604853164,3.90928482248753,4.82746081524721,5.80681730691069,5.11083209022878,5.24400578907129,5.24679140498455,5.30761012832934,5.30417728440164,6.00134497411376,5.48168602610428,6.05204510992038,5.09037123575175,5.63610130741602
"ETAA1",4.45804387984918,3.47156846108715,4.20366132277199,4.38006511468562,3.80935562765664,4.08615755180642,4.31847409286458,4.24032766478289,3.0231459646909,4.32466816516572,3.41285150521682,3.44342514070792,3.08485771675431,4.36116738501517
"SNRPG",5.88196028234253,6.19876340017569,6.04476568251654,6.44082223399015,6.02734663668959,5.60090097798199,6.02081825685676,6.37780618104865,5.36516884420779,6.31386909766417,5.90520045857211,5.6684817866299,5.34101224828472,6.52986730356112
"MEIS1",3.91577532390373,4.08987717085741,3.29938422086411,2.51412158957036,1.62312900366978,3.0792039743499,3.3038523676617,3.68688783963091,1.85606972386393,3.27921026292135,2.23141475242431,4.02810949252365,2.45701611644233,2.89762269629564
"CIAO1",6.12146414964041,5.81116183465519,6.08038431896443,6.66261671242172,6.34335442651661,6.19201845585955,6.21476292069292,6.38920956072596,6.34863975248808,6.26062097119244,6.42809787992568,6.20505095600954,6.76345264350015,6.33836200764692
"ZNF514",3.62879872203206,3.13567212862684,3.89990062187422,4.75653965526838,3.77440504739727,2.75891876184522,3.58627794317232,2.92583667852901,3.77982645507369,4.42084138673629,4.28769725049118,4.61460870933364,4.58894706713066,4.41173916609775
"SNRNP200",7.79232352053682,7.38949002458488,7.22224398359119,8.30287788091217,7.1517817040854,7.70680903689838,7.55652769731869,7.20458062185881,8.64890846712291,8.05055626262481,7.0359608104459,8.16614546387339,8.41164498129022,7.27308966343774
"MRPS5",5.58262093174243,6.1333564524038,5.80353460675784,6.86642077099744,5.42663864500964,5.33702354244398,5.63561211050393,5.7202998450028,5.95268074305353,6.25041439143262,6.29484362442961,6.29048793119969,6.47759510527001,6.65059134672044
"ANKRD53",1.73208953115112,1.4478805328293,0.0922170564269868,1.62967987080507,0.620007946788319,0.732068030169232,0.34133913513705,0.220303414840357,0.512524566880252,1.21490234888627,1.37368083085483,0.908276139753283,0.42246128395307,0.197407202241345
"TPRKB",4.07504001743583,3.77848200050393,3.78024412027641,4.50176059925352,3.38716595970805,3.76121601584167,4.04865393153429,4.51992867025852,3.42620897842534,3.52480951040539,3.77930897009962,3.43565230019716,3.66713079516464,3.1880600645636
"EXOC6B",4.48923976405563,3.53839704238015,4.76228578835292,4.92408118526774,4.72070269063776,4.40947234938607,4.96486312219713,5.87430540585252,4.15526618333214,4.74547644978626,4.72858829290182,4.5726981838719,4.17621463991085,4.09432535915031
"SFXN5",3.82087313970598,3.86533619011565,4.96796454961024,5.35821431903251,4.00897557204645,3.89543697594161,3.38902808469152,3.45696425955485,2.86320402643244,5.17285552528047,4.44217014961245,4.73666222649099,3.15265713674257,4.76806808314259
"TEX261",6.09804567188124,5.64925263460549,6.03753519973833,6.58717842225588,6.57018585138941,6.29938749722456,6.11966328852812,6.20790314399811,5.20279862865382,7.04880712912739,6.64784869929412,6.1215197933828,5.73856940482568,6.24661488401129
"DQX1",0.566017873131747,0.0705115785611209,0.481343008956983,0.104070300509232,0.417436450404331,0.0841902626779583,2.07148276679428,2.210865271329,0.314684473678615,0.88032967830755,0.781280382529336,1.49162564131515,0.914221091002209,0.620740781282566
"DUSP11",4.27921468880591,4.21187991973099,4.59111013867307,5.2867549696724,4.03873508914367,3.75480804271426,4.57021737066291,5.4119210468568,4.08965740784133,4.48415351828087,4.96033553839034,4.7334956956543,3.68250355947744,4.62964782499284
"NPHP1",2.17733273620744,3.00674709448534,2.57301890431915,3.03226808993483,2.68615242861433,3.72888767916898,3.1818490157239,0.657571403884624,1.64741655967594,2.53718373416814,2.50366947580846,3.18055759848025,1.35894500680703,2.75866007184062
"MALL",6.61775887475832,3.70003019184737,5.1980951125233,2.99214186409118,5.18190160879753,4.7939581738577,2.39805276858768,5.70896894005359,3.15729233128922,0.443968448457897,0.864984866695228,2.9269935171859,1.23930528132021,2.1122812166081
"THNSL2",4.39903822836599,4.98661770988064,5.52409022900125,5.49251688221537,5.14680443036881,4.14614499404131,5.22636298409402,0.11435274365209,4.61951908226766,5.46926700296352,5.68393640173883,4.88673214530444,4.90949034889823,5.02571856800318
"RALB",6.01473895118226,6.26086208443284,6.73889470807165,6.96473084295982,5.39937004543543,5.34983541629937,5.81219524504059,6.67661778646332,6.67112631119193,5.91495116907309,6.71000354812308,6.27750138985947,6.17065169791767,5.90562968856143
"C1QL2",4.98128098563829,0,3.80088882038095,0.0529733492235183,3.04403195443543,5.66893718294684,0.263273666418429,0.220303414840357,0,0.731726629344847,1.95405555885071,0.553485856539404,0,1.92070482155644
"TMEM177",3.1838462961879,2.538176059537,3.66485347113236,3.19430275007452,3.70927762654928,3.77394720276622,3.40729201490429,3.37903567230514,3.63874134004907,3.25218442689086,3.1379207531797,3.01308097155082,3.82784214292004,3.36274096454338
"RABL2A",3.8290244980258,3.57523938111917,2.9135507581083,1.66413910552413,3.59373922107337,3.91280921734793,4.13885699834643,2.72449122495079,2.34557761433695,2.58128340690529,1.99178468410356,2.90464435229112,3.15265713674257,2.74820259618186
"SLC20A1",5.25373896740216,6.46810249636874,6.22233956940739,7.72139138206877,6.11516736672876,5.76612610187059,6.79843504847427,7.47122469159895,6.51070334529177,6.89204468137439,8.89833109944449,7.24667720595945,6.65755855624903,6.13966102099851
"FBLN7",3.03676258725148,3.14387093664917,1.83765151414309,4.12876691025091,0.555593541832155,2.91649405909602,0,0.11435274365209,1.7813161068013,2.46054960715747,0.737533578208407,4.50002266761657,0.914221091002209,1.86371807640902
"ZC3H8",2.84107530243215,2.08090972222373,3.13567253666947,2.99214186409118,2.54397904888858,2.47690941817374,3.1818490157239,3.97113817325709,3.47446119972559,3.10889574348513,3.01504966361598,3.51155813362254,3.8953658007361,2.96238696533388
"LIPT1",3.07838617181855,2.56894763816229,2.95097689035701,2.45630485286889,1.85491635487043,1.68859460955589,2.28407419185403,1.83072903722232,2.18085577476995,1.84094437889503,0.982085049124962,2.47492095169912,2.45701611644233,1.99334618262656
"FAHD2B",4.60293988720255,4.04461608523174,4.74107709399749,3.76199363567403,3.45053131433693,3.40800700661374,2.57003605536302,0.411379750449019,3.80520310822885,3.41537372884019,2.90070249836064,3.54806411255263,3.68250355947744,3.83743642580612
"LYG1",0.848573386512082,1.15521814149155,0.787497807713979,0.83626044090267,1.14273246560865,0.678906436167419,1.18137431583552,0.498196142841656,0.449544909986982,0.443968448457897,0.496370596141038,0.908276139753283,1.53863126842403,1.15183597956835
"AFF3",2.49676208244058,1.53773399227851,2.42128230118573,2.44643938405669,5.29719399578293,3.34114208498071,0,0,0.314684473678615,0,0,0.0819578074275928,0.42246128395307,0
"UBXN4",7.14247509879608,6.10371557434828,6.69545174497923,7.25276504316863,6.77324981959225,7.10486630392444,7.08037570163367,7.08870819538006,7.55185132348181,7.29542690602997,6.92576359730512,7.14785956304518,7.65867793829855,7.23895191157644
"SPOPL",4.44218927641937,3.81231121358402,5.56489603986085,4.49937691422031,4.14105613140823,4.53818143831639,4.62196307488884,5.74935035193935,7.13859472440121,4.77742045818976,4.33616683483475,4.03326921066863,6.01996479162679,4.65225845556347
"POLR2D",4.51977534192168,4.71671297456327,4.78664152926273,4.54400687496406,4.60611282484498,4.6903184850039,4.59831084309799,5.03379186452268,5.32406431624107,5.16804373761322,4.48909328766681,4.90654939963762,5.01950592939101,5.30616050744899
